feedback_id,customer_id,product_id,rating,feedback_text,feedback_date
418,418,418,4,Very satisfied with the experience,2026-04-01 07:35:08.383053
419,419,419,4,Very satisfied with the experience,2026-02-08 07:35:08.383086
420,420,420,1,Delivery was late,2026-05-27 07:35:08.383122
421,421,421,4,Great product and excellent quality,2026-07-06 07:35:08.383159
422,422,422,2,Fantastic support and fast shipping,2026-02-28 07:35:08.383193
423,423,423,1,Very satisfied with the experience,2026-02-18 07:35:08.383228
424,424,424,3,Great product and excellent quality,2026-05-25 07:35:08.383263
425,425,425,1,Fantastic support and fast shipping,2026-04-09 07:35:08.383296
426,426,426,4,Fantastic support and fast shipping,2026-05-24 07:35:08.383330
427,427,427,4,Great product and excellent quality,2026-02-05 07:35:08.383365
428,428,428,1,Delivery was late,2026-04-05 07:35:08.383400
429,429,429,4,Great product and excellent quality,2026-06-13 07:35:08.383436
430,430,430,3,Great product and excellent quality,2026-07-21 07:35:08.383469
431,431,431,4,Great product and excellent quality,2026-02-23 07:35:08.383502
432,432,432,1,"Average product, could be better",2026-07-04 07:35:08.383604
433,433,433,2,Delivery was late,2026-07-20 07:35:08.383642
434,434,434,1,"Average product, could be better",2026-06-27 07:35:08.383675
435,435,435,4,Very satisfied with the experience,2026-02-04 07:35:08.383709
436,436,436,5,Very satisfied with the experience,2026-07-09 07:35:08.383743
437,437,437,5,"Average product, could be better",2026-06-05 07:35:08.383776
438,438,438,1,Fantastic support and fast shipping,2026-07-18 07:35:08.383809
439,439,439,1,Good value for money,2026-03-29 07:35:08.383842
440,440,440,1,Good value for money,2026-06-01 07:35:08.383877
441,441,441,2,Very satisfied with the experience,2026-04-23 07:35:08.383912
442,442,442,4,Great product and excellent quality,2026-04-05 07:35:08.383945
443,443,443,4,"Average product, could be better",2026-06-06 07:35:08.383978
444,444,444,5,Good value for money,2026-07-30 07:35:08.384012
445,445,445,1,Good value for money,2026-03-11 07:35:08.384047
446,446,446,5,Very satisfied with the experience,2026-03-04 07:35:08.384082
447,447,447,4,Great product and excellent quality,2026-02-05 07:35:08.384115
448,448,448,5,Great product and excellent quality,2026-02-09 07:35:08.384148
449,449,449,2,Fantastic support and fast shipping,2026-06-26 07:35:08.384182
450,450,450,1,Great product and excellent quality,2026-04-27 07:35:08.384218
451,451,451,1,Very satisfied with the experience,2026-07-11 07:35:08.384253
452,452,452,5,Very satisfied with the experience,2026-06-28 07:35:08.384287
453,453,453,3,"Average product, could be better",2026-02-14 07:35:08.384320
454,454,454,1,Delivery was late,2026-06-24 07:35:08.384353
455,455,455,1,Good value for money,2026-07-21 07:35:08.384391
456,456,456,2,"Average product, could be better",2026-03-17 07:35:08.384424
457,457,457,3,Fantastic support and fast shipping,2026-04-01 07:35:08.384463
458,458,458,5,Fantastic support and fast shipping,2026-07-02 07:35:08.384499
459,459,459,2,Delivery was late,2026-07-26 07:35:08.384533
460,460,460,4,Good value for money,2026-04-28 07:35:08.384566
461,461,461,4,Good value for money,2026-04-16 07:35:08.384599
462,462,462,3,Very satisfied with the experience,2026-04-16 07:35:08.384633
463,463,463,5,Very satisfied with the experience,2026-04-04 07:35:08.384669
464,464,464,2,Very satisfied with the experience,2026-07-24 07:35:08.384702
465,465,465,3,Great product and excellent quality,2026-03-22 07:35:08.384737
466,466,466,3,Delivery was late,2026-04-15 07:35:08.384770
467,467,467,5,Good value for money,2026-05-10 07:35:08.384805
468,468,468,5,Good value for money,2026-05-20 07:35:08.384839
469,469,469,5,Fantastic support and fast shipping,2026-02-02 07:35:08.384874
470,470,470,2,Delivery was late,2026-05-15 07:35:08.384909
471,471,471,1,Fantastic support and fast shipping,2026-07-12 07:35:08.384942
472,472,472,1,Fantastic support and fast shipping,2026-07-07 07:35:08.384975
473,473,473,2,Delivery was late,2026-03-25 07:35:08.385008
474,474,474,1,Fantastic support and fast shipping,2026-06-07 07:35:08.385043
475,475,475,2,"Average product, could be better",2026-04-18 07:35:08.385076
476,476,476,1,Great product and excellent quality,2026-05-09 07:35:08.385109
477,477,477,4,Great product and excellent quality,2026-02-08 07:35:08.385142
478,478,478,2,Fantastic support and fast shipping,2026-07-15 07:35:08.385176
479,479,479,4,Fantastic support and fast shipping,2026-05-01 07:35:08.385273
480,480,480,2,Fantastic support and fast shipping,2026-07-24 07:35:08.385306
481,481,481,5,Fantastic support and fast shipping,2026-03-27 07:35:08.385341
482,482,482,1,Very satisfied with the experience,2026-04-24 07:35:08.385376
483,483,483,4,Delivery was late,2026-03-29 07:35:08.385409
484,484,484,3,Fantastic support and fast shipping,2026-05-20 07:35:08.385445
485,485,485,3,Very satisfied with the experience,2026-05-01 07:35:08.385479
486,486,486,1,Good value for money,2026-03-16 07:35:08.385513
487,487,487,5,Very satisfied with the experience,2026-04-23 07:35:08.385546
488,488,488,1,Very satisfied with the experience,2026-03-16 07:35:08.385579
489,489,489,1,Delivery was late,2026-03-08 07:35:08.385612
490,490,490,3,Very satisfied with the experience,2026-02-22 07:35:08.385645
491,491,491,5,Fantastic support and fast shipping,2026-02-24 07:35:08.385678
492,492,492,3,Very satisfied with the experience,2026-07-15 07:35:08.385711
493,493,493,3,Good value for money,2026-04-04 07:35:08.385745
494,494,494,1,Fantastic support and fast shipping,2026-03-29 07:35:08.385779
495,495,495,2,Fantastic support and fast shipping,2026-06-01 07:35:08.385813
496,496,496,3,Delivery was late,2026-03-04 07:35:08.385845
497,497,497,1,"Average product, could be better",2026-03-28 07:35:08.385880
498,498,498,3,Delivery was late,2026-07-26 07:35:08.385912
499,499,499,5,Great product and excellent quality,2026-06-01 07:35:08.385945
500,500,500,1,Very satisfied with the experience,2026-05-22 07:35:08.385978
501,501,501,4,Delivery was late,2026-02-27 07:35:08.386010
502,502,502,1,Good value for money,2026-04-20 07:35:08.386043
503,503,503,2,Very satisfied with the experience,2026-05-26 07:35:08.386076
504,504,504,5,Great product and excellent quality,2026-02-16 07:35:08.386114
505,505,505,1,Good value for money,2026-04-28 07:35:08.386150
506,506,506,2,Good value for money,2026-05-24 07:35:08.386185
507,507,507,1,Good value for money,2026-05-18 07:35:08.386219
508,508,508,2,Very satisfied with the experience,2026-04-24 07:35:08.386253
509,509,509,5,Fantastic support and fast shipping,2026-07-20 07:35:08.386286
510,510,510,2,Delivery was late,2026-03-25 07:35:08.386319
511,511,511,3,Very satisfied with the experience,2026-04-30 07:35:08.386354
512,512,512,4,Fantastic support and fast shipping,2026-07-18 07:35:08.386387
513,513,513,5,Fantastic support and fast shipping,2026-03-29 07:35:08.386419
514,514,514,5,Fantastic support and fast shipping,2026-06-07 07:35:08.386452
515,515,515,1,Fantastic support and fast shipping,2026-04-22 07:35:08.386484
516,516,516,5,Great product and excellent quality,2026-04-07 07:35:08.386519
517,517,517,1,Very satisfied with the experience,2026-04-20 07:35:08.386554
518,518,518,4,Very satisfied with the experience,2026-05-13 07:35:08.386589
519,519,519,1,Very satisfied with the experience,2026-04-14 07:35:08.386625
520,520,520,5,"Average product, could be better",2026-07-10 07:35:08.386658
521,521,521,5,Great product and excellent quality,2026-07-12 07:35:08.386692
522,522,522,4,Great product and excellent quality,2026-06-16 07:35:08.386725
523,523,523,2,Good value for money,2026-06-14 07:35:08.386757
524,524,524,4,Fantastic support and fast shipping,2026-02-13 07:35:08.386790
525,525,525,1,Good value for money,2026-07-27 07:35:08.386823
526,526,526,4,Delivery was late,2026-06-24 07:35:08.386857
527,527,527,5,Delivery was late,2026-04-22 07:35:08.386955
528,528,528,5,Fantastic support and fast shipping,2026-02-08 07:35:08.386989
529,529,529,5,Very satisfied with the experience,2026-02-16 07:35:08.387025
530,530,530,3,Fantastic support and fast shipping,2026-02-27 07:35:08.387058
531,531,531,1,Fantastic support and fast shipping,2026-02-11 07:35:08.387095
532,532,532,1,"Average product, could be better",2026-07-27 07:35:08.387127
533,533,533,2,"Average product, could be better",2026-03-29 07:35:08.387160
534,534,534,5,"Average product, could be better",2026-07-05 07:35:08.387194
535,535,535,1,Fantastic support and fast shipping,2026-06-22 07:35:08.387226
536,536,536,1,Good value for money,2026-05-24 07:35:08.387259
537,537,537,5,Very satisfied with the experience,2026-02-07 07:35:08.387292
538,538,538,4,Great product and excellent quality,2026-07-22 07:35:08.387325
539,539,539,5,"Average product, could be better",2026-06-24 07:35:08.387358
540,540,540,1,Great product and excellent quality,2026-03-16 07:35:08.387391
541,541,541,1,Good value for money,2026-07-24 07:35:08.387425
542,542,542,1,Great product and excellent quality,2026-02-15 07:35:08.387460
543,543,543,4,Good value for money,2026-03-20 07:35:08.387496
544,544,544,4,Good value for money,2026-06-07 07:35:08.387528
545,545,545,4,Fantastic support and fast shipping,2026-04-16 07:35:08.387564
546,546,546,5,Good value for money,2026-04-28 07:35:08.387596
547,547,547,3,Delivery was late,2026-03-29 07:35:08.387631
548,548,548,3,"Average product, could be better",2026-07-14 07:35:08.387664
549,549,549,4,"Average product, could be better",2026-04-07 07:35:08.387697
550,550,550,4,Fantastic support and fast shipping,2026-05-21 07:35:08.387730
551,551,551,5,Good value for money,2026-03-15 07:35:08.387763
552,552,552,2,Good value for money,2026-03-05 07:35:08.387799
553,553,553,4,Delivery was late,2026-05-27 07:35:08.387835
554,554,554,3,"Average product, could be better",2026-06-15 07:35:08.387868
555,555,555,5,"Average product, could be better",2026-06-01 07:35:08.387903
556,556,556,2,Fantastic support and fast shipping,2026-07-27 07:35:08.387936
557,557,557,2,"Average product, could be better",2026-06-25 07:35:08.387969
558,558,558,1,Good value for money,2026-07-16 07:35:08.388003
559,559,559,1,Delivery was late,2026-04-21 07:35:08.388036
560,560,560,3,Very satisfied with the experience,2026-05-30 07:35:08.388068
561,561,561,2,Great product and excellent quality,2026-04-17 07:35:08.388100
562,562,562,5,Very satisfied with the experience,2026-05-01 07:35:08.388133
563,563,563,3,Fantastic support and fast shipping,2026-06-12 07:35:08.388166
564,564,564,2,Great product and excellent quality,2026-02-18 07:35:08.388198
565,565,565,2,"Average product, could be better",2026-03-20 07:35:08.388235
566,566,566,4,Very satisfied with the experience,2026-05-22 07:35:08.388268
567,567,567,4,Great product and excellent quality,2026-06-12 07:35:08.388305
568,568,568,1,Great product and excellent quality,2026-07-24 07:35:08.388340
569,569,569,5,Great product and excellent quality,2026-02-23 07:35:08.388373
570,570,570,4,Great product and excellent quality,2026-07-17 07:35:08.388406
571,571,571,2,Very satisfied with the experience,2026-02-28 07:35:08.388438
572,572,572,5,Delivery was late,2026-06-12 07:35:08.388471
573,573,573,5,Fantastic support and fast shipping,2026-04-09 07:35:08.388503
574,574,574,5,Delivery was late,2026-05-05 07:35:08.388536
575,575,575,2,Delivery was late,2026-02-11 07:35:08.388634
576,576,576,2,Very satisfied with the experience,2026-07-31 07:35:08.388669
577,577,577,3,Great product and excellent quality,2026-07-29 07:35:08.388703
578,578,578,2,Good value for money,2026-05-25 07:35:08.388736
579,579,579,1,Fantastic support and fast shipping,2026-05-06 07:35:08.388770
580,580,580,2,Good value for money,2026-03-17 07:35:08.388803
581,581,581,3,Great product and excellent quality,2026-06-29 07:35:08.388836
582,582,582,5,Very satisfied with the experience,2026-04-04 07:35:08.388869
583,583,583,2,Good value for money,2026-04-07 07:35:08.388901
584,584,584,5,Very satisfied with the experience,2026-05-02 07:35:08.388936
585,585,585,2,Great product and excellent quality,2026-04-09 07:35:08.388968
586,586,586,1,Delivery was late,2026-03-14 07:35:08.389002
587,587,587,3,Great product and excellent quality,2026-05-20 07:35:08.389037
588,588,588,5,Good value for money,2026-03-03 07:35:08.389070
589,589,589,5,Very satisfied with the experience,2026-07-24 07:35:08.389109
590,590,590,3,"Average product, could be better",2026-05-09 07:35:08.389143
591,591,591,2,Very satisfied with the experience,2026-04-01 07:35:08.389178
592,592,592,2,Good value for money,2026-07-14 07:35:08.389211
593,593,593,1,Good value for money,2026-06-28 07:35:08.389250
594,594,594,5,"Average product, could be better",2026-05-13 07:35:08.389285
595,595,595,5,Delivery was late,2026-03-28 07:35:08.389318
596,596,596,4,Good value for money,2026-05-29 07:35:08.389350
597,597,597,3,Good value for money,2026-02-21 07:35:08.389384
598,598,598,4,Very satisfied with the experience,2026-06-19 07:35:08.389416
599,599,599,1,Great product and excellent quality,2026-05-28 07:35:08.389450
600,600,600,2,Delivery was late,2026-06-18 07:35:08.389485
601,601,601,3,Very satisfied with the experience,2026-06-16 07:35:08.389522
602,602,602,1,Great product and excellent quality,2026-04-26 07:35:08.389554
603,603,603,2,Great product and excellent quality,2026-06-19 07:35:08.389588
604,604,604,1,Good value for money,2026-05-01 07:35:08.389620
605,605,605,1,Great product and excellent quality,2026-06-06 07:35:08.389652
606,606,606,4,Fantastic support and fast shipping,2026-02-08 07:35:08.389685
607,607,607,1,Fantastic support and fast shipping,2026-06-02 07:35:08.389718
608,608,608,2,Delivery was late,2026-06-23 07:35:08.389750
609,609,609,3,Very satisfied with the experience,2026-07-25 07:35:08.389783
610,610,610,3,"Average product, could be better",2026-06-15 07:35:08.389817
611,611,611,2,"Average product, could be better",2026-06-01 07:35:08.389851
612,612,612,4,"Average product, could be better",2026-02-19 07:35:08.389883
613,613,613,1,Very satisfied with the experience,2026-04-25 07:35:08.389917
614,614,614,4,"Average product, could be better",2026-07-13 07:35:08.389949
615,615,615,3,Very satisfied with the experience,2026-02-17 07:35:08.389981
616,616,616,3,Very satisfied with the experience,2026-02-03 07:35:08.390073
617,617,617,4,"Average product, could be better",2026-02-07 07:35:08.390105
618,618,618,2,Very satisfied with the experience,2026-04-13 07:35:08.390140
619,619,619,2,Fantastic support and fast shipping,2026-04-21 07:35:08.390172
620,620,620,3,Good value for money,2026-06-14 07:35:08.390206
621,621,621,4,Very satisfied with the experience,2026-02-21 07:35:08.390241
622,622,622,4,Very satisfied with the experience,2026-02-09 07:35:08.390336
623,623,623,5,Delivery was late,2026-04-13 07:35:08.390374
624,624,624,4,Very satisfied with the experience,2026-06-26 07:35:08.390440
625,625,625,1,Delivery was late,2026-02-19 07:35:08.390479
626,626,626,1,Fantastic support and fast shipping,2026-04-24 07:35:08.390513
627,627,627,4,Good value for money,2026-07-02 07:35:08.390547
628,628,628,3,Very satisfied with the experience,2026-06-05 07:35:08.390583
629,629,629,1,"Average product, could be better",2026-02-17 07:35:08.390619
630,630,630,5,Delivery was late,2026-06-13 07:35:08.390654
631,631,631,3,Very satisfied with the experience,2026-04-29 07:35:08.390689
632,632,632,2,Very satisfied with the experience,2026-02-28 07:35:08.390724
633,633,633,4,Good value for money,2026-05-18 07:35:08.390761
634,634,634,3,Very satisfied with the experience,2026-02-13 07:35:08.390797
635,635,635,3,Delivery was late,2026-02-03 07:35:08.390832
636,636,636,5,Good value for money,2026-06-26 07:35:08.390866
637,637,637,2,Fantastic support and fast shipping,2026-04-26 07:35:08.390902
638,638,638,2,Very satisfied with the experience,2026-02-21 07:35:08.390938
639,639,639,4,Fantastic support and fast shipping,2026-05-22 07:35:08.390972
640,640,640,5,"Average product, could be better",2026-03-31 07:35:08.391007
641,641,641,5,Fantastic support and fast shipping,2026-06-14 07:35:08.391039
642,642,642,1,Fantastic support and fast shipping,2026-06-15 07:35:08.391071
643,643,643,1,Great product and excellent quality,2026-03-24 07:35:08.391103
644,644,644,5,Good value for money,2026-03-28 07:35:08.391138
645,645,645,5,"Average product, could be better",2026-06-06 07:35:08.391171
646,646,646,4,Delivery was late,2026-02-04 07:35:08.391203
647,647,647,5,Great product and excellent quality,2026-05-29 07:35:08.391235
648,648,648,1,Delivery was late,2026-07-06 07:35:08.391267
649,649,649,5,Fantastic support and fast shipping,2026-05-20 07:35:08.391303
650,650,650,4,"Average product, could be better",2026-03-31 07:35:08.391335
651,651,651,5,Good value for money,2026-04-15 07:35:08.391367
652,652,652,3,Great product and excellent quality,2026-04-18 07:35:08.391402
653,653,653,1,Very satisfied with the experience,2026-04-14 07:35:08.391440
654,654,654,5,Very satisfied with the experience,2026-05-04 07:35:08.391476
655,655,655,4,Great product and excellent quality,2026-03-27 07:35:08.391511
656,656,656,5,Great product and excellent quality,2026-04-22 07:35:08.391543
657,657,657,1,Delivery was late,2026-07-30 07:35:08.391575
658,658,658,4,Great product and excellent quality,2026-07-30 07:35:08.391607
659,659,659,4,Very satisfied with the experience,2026-06-20 07:35:08.391639
660,660,660,1,Delivery was late,2026-06-20 07:35:08.391672
661,661,661,4,"Average product, could be better",2026-06-28 07:35:08.391706
662,662,662,4,Great product and excellent quality,2026-03-31 07:35:08.391740
663,663,663,2,Very satisfied with the experience,2026-04-01 07:35:08.391772
664,664,664,2,Good value for money,2026-04-13 07:35:08.391807
665,665,665,1,Very satisfied with the experience,2026-05-15 07:35:08.391839
666,666,666,4,Delivery was late,2026-05-21 07:35:08.391871
667,667,667,3,Delivery was late,2026-04-30 07:35:08.391905
668,668,668,5,Great product and excellent quality,2026-02-14 07:35:08.391938
669,669,669,2,Good value for money,2026-04-15 07:35:08.391971
670,670,670,1,"Average product, could be better",2026-06-19 07:35:08.392835
671,671,671,2,Great product and excellent quality,2026-04-10 07:35:08.392868
672,672,672,5,Very satisfied with the experience,2026-03-19 07:35:08.392900
673,673,673,3,Good value for money,2026-06-27 07:35:08.392936
674,674,674,3,"Average product, could be better",2026-06-27 07:35:08.392970
675,675,675,5,"Average product, could be better",2026-07-04 07:35:08.393003
676,676,676,2,Very satisfied with the experience,2026-04-08 07:35:08.393038
677,677,677,2,Fantastic support and fast shipping,2026-02-16 07:35:08.393070
678,678,678,1,Very satisfied with the experience,2026-03-19 07:35:08.393104
679,679,679,3,Great product and excellent quality,2026-06-25 07:35:08.393136
680,680,680,3,Delivery was late,2026-03-31 07:35:08.393169
681,681,681,1,Good value for money,2026-06-04 07:35:08.393202
682,682,682,2,Great product and excellent quality,2026-07-05 07:35:08.393235
683,683,683,3,"Average product, could be better",2026-02-28 07:35:08.393267
684,684,684,1,Fantastic support and fast shipping,2026-07-31 07:35:08.393299
685,685,685,2,Delivery was late,2026-07-08 07:35:08.393334
686,686,686,2,Fantastic support and fast shipping,2026-04-24 07:35:08.393366
687,687,687,2,Fantastic support and fast shipping,2026-02-02 07:35:08.393399
688,688,688,4,Delivery was late,2026-06-25 07:35:08.393435
689,689,689,1,Fantastic support and fast shipping,2026-02-03 07:35:08.393470
690,690,690,1,Great product and excellent quality,2026-03-08 07:35:08.393502
691,691,691,1,Fantastic support and fast shipping,2026-05-19 07:35:08.393534
692,692,692,3,Fantastic support and fast shipping,2026-03-07 07:35:08.393566
693,693,693,2,Great product and excellent quality,2026-04-22 07:35:08.393599
694,694,694,2,Very satisfied with the experience,2026-05-23 07:35:08.393632
695,695,695,2,"Average product, could be better",2026-02-18 07:35:08.393666
696,696,696,5,Very satisfied with the experience,2026-06-12 07:35:08.393699
697,697,697,1,Good value for money,2026-03-03 07:35:08.393735
698,698,698,2,Fantastic support and fast shipping,2026-06-20 07:35:08.393767
699,699,699,5,Good value for money,2026-02-26 07:35:08.393800
700,700,700,2,Delivery was late,2026-05-17 07:35:08.393833
701,701,701,1,Good value for money,2026-03-08 07:35:08.393871
702,702,702,4,Great product and excellent quality,2026-03-24 07:35:08.393903
703,703,703,4,Delivery was late,2026-06-21 07:35:08.393936
704,704,704,2,Great product and excellent quality,2026-07-04 07:35:08.393970
705,705,705,1,Very satisfied with the experience,2026-03-14 07:35:08.394005
706,706,706,2,Great product and excellent quality,2026-07-26 07:35:08.394038
707,707,707,3,Good value for money,2026-06-14 07:35:08.394070
708,708,708,3,Very satisfied with the experience,2026-02-04 07:35:08.394102
709,709,709,2,Very satisfied with the experience,2026-03-26 07:35:08.394138
710,710,710,1,"Average product, could be better",2026-07-22 07:35:08.394171
711,711,711,3,Delivery was late,2026-07-27 07:35:08.394204
712,712,712,1,Delivery was late,2026-06-16 07:35:08.394240
713,713,713,1,Great product and excellent quality,2026-02-15 07:35:08.394276
714,714,714,4,Delivery was late,2026-06-07 07:35:08.394309
715,715,715,2,Delivery was late,2026-03-24 07:35:08.394342
716,716,716,3,Good value for money,2026-03-21 07:35:08.394376
717,717,717,2,Very satisfied with the experience,2026-02-19 07:35:08.394412
718,718,718,4,"Average product, could be better",2026-02-21 07:35:08.394511
719,719,719,5,Fantastic support and fast shipping,2026-07-11 07:35:08.394545
720,720,720,2,"Average product, could be better",2026-04-26 07:35:08.394585
721,721,721,3,Delivery was late,2026-06-15 07:35:08.394620
722,722,722,4,Fantastic support and fast shipping,2026-04-26 07:35:08.394656
723,723,723,3,Delivery was late,2026-03-30 07:35:08.394691
724,724,724,2,"Average product, could be better",2026-06-06 07:35:08.394724
725,725,725,5,Fantastic support and fast shipping,2026-02-15 07:35:08.394760
726,726,726,5,"Average product, could be better",2026-05-13 07:35:08.394793
727,727,727,2,Very satisfied with the experience,2026-03-08 07:35:08.394826
728,728,728,1,Very satisfied with the experience,2026-07-02 07:35:08.394860
729,729,729,1,Fantastic support and fast shipping,2026-05-08 07:35:08.394893
730,730,730,1,"Average product, could be better",2026-03-07 07:35:08.394926
731,731,731,2,Very satisfied with the experience,2026-02-28 07:35:08.394959
732,732,732,5,"Average product, could be better",2026-07-21 07:35:08.394993
733,733,733,4,Delivery was late,2026-02-25 07:35:08.395029
734,734,734,1,Great product and excellent quality,2026-06-26 07:35:08.395064
735,735,735,1,Great product and excellent quality,2026-07-19 07:35:08.395099
736,736,736,4,"Average product, could be better",2026-02-18 07:35:08.395133
737,737,737,3,Delivery was late,2026-07-10 07:35:08.395170
738,738,738,4,Good value for money,2026-07-05 07:35:08.395205
739,739,739,4,Very satisfied with the experience,2026-02-23 07:35:08.395239
740,740,740,1,Very satisfied with the experience,2026-07-03 07:35:08.395274
741,741,741,2,Very satisfied with the experience,2026-06-23 07:35:08.395308
742,742,742,4,Good value for money,2026-06-16 07:35:08.395381
743,743,743,5,Great product and excellent quality,2026-05-24 07:35:08.395415
744,744,744,2,Good value for money,2026-06-09 07:35:08.395449
745,745,745,1,Fantastic support and fast shipping,2026-06-19 07:35:08.395489
746,746,746,5,Great product and excellent quality,2026-05-02 07:35:08.395525
747,747,747,2,Good value for money,2026-07-07 07:35:08.395559
748,748,748,3,Delivery was late,2026-05-07 07:35:08.395594
749,749,749,1,Very satisfied with the experience,2026-05-30 07:35:08.395630
750,750,750,2,"Average product, could be better",2026-05-25 07:35:08.395664
751,751,751,5,Delivery was late,2026-06-30 07:35:08.395696
752,752,752,5,Delivery was late,2026-03-11 07:35:08.395728
753,753,753,1,Delivery was late,2026-04-12 07:35:08.395761
754,754,754,3,Great product and excellent quality,2026-06-25 07:35:08.395795
755,755,755,1,Very satisfied with the experience,2026-05-26 07:35:08.395830
756,756,756,1,Delivery was late,2026-05-16 07:35:08.395865
757,757,757,4,Delivery was late,2026-04-03 07:35:08.395903
758,758,758,5,"Average product, could be better",2026-04-27 07:35:08.395936
759,759,759,3,Great product and excellent quality,2026-02-15 07:35:08.395973
760,760,760,1,Fantastic support and fast shipping,2026-02-02 07:35:08.396008
761,761,761,2,Fantastic support and fast shipping,2026-07-02 07:35:08.396049
762,762,762,3,Great product and excellent quality,2026-04-19 07:35:08.396088
763,763,763,2,Fantastic support and fast shipping,2026-06-18 07:35:08.396121
764,764,764,1,Very satisfied with the experience,2026-04-04 07:35:08.396153
765,765,765,3,Great product and excellent quality,2026-06-26 07:35:08.396253
766,766,766,2,Great product and excellent quality,2026-02-14 07:35:08.396285
767,767,767,4,Fantastic support and fast shipping,2026-04-26 07:35:08.396320
768,768,768,2,Fantastic support and fast shipping,2026-06-02 07:35:08.396353
769,769,769,5,Great product and excellent quality,2026-05-28 07:35:08.396389
770,770,770,5,Good value for money,2026-03-11 07:35:08.396421
771,771,771,1,Great product and excellent quality,2026-06-09 07:35:08.396456
772,772,772,2,Good value for money,2026-03-07 07:35:08.396488
773,773,773,1,Delivery was late,2026-07-01 07:35:08.396522
774,774,774,3,Good value for money,2026-07-12 07:35:08.396554
775,775,775,4,Delivery was late,2026-05-26 07:35:08.396587
776,776,776,5,Great product and excellent quality,2026-02-25 07:35:08.396619
777,777,777,1,Great product and excellent quality,2026-07-22 07:35:08.396652
778,778,778,4,"Average product, could be better",2026-02-07 07:35:08.396685
779,779,779,1,Very satisfied with the experience,2026-02-24 07:35:08.396718
780,780,780,2,Great product and excellent quality,2026-07-17 07:35:08.396754
781,781,781,1,Fantastic support and fast shipping,2026-02-13 07:35:08.396788
782,782,782,3,"Average product, could be better",2026-02-14 07:35:08.396821
783,783,783,2,Great product and excellent quality,2026-06-26 07:35:08.396853
784,784,784,1,Very satisfied with the experience,2026-07-26 07:35:08.396885
785,785,785,4,Very satisfied with the experience,2026-04-09 07:35:08.396917
786,786,786,5,Delivery was late,2026-06-06 07:35:08.396951
787,787,787,4,Very satisfied with the experience,2026-03-07 07:35:08.396984
788,788,788,5,Good value for money,2026-05-17 07:35:08.397016
789,789,789,4,Good value for money,2026-04-04 07:35:08.397049
790,790,790,3,"Average product, could be better",2026-07-15 07:35:08.397084
791,791,791,1,Great product and excellent quality,2026-06-14 07:35:08.397120
792,792,792,5,Delivery was late,2026-07-20 07:35:08.397155
793,793,793,1,Very satisfied with the experience,2026-02-17 07:35:08.397189
794,794,794,1,"Average product, could be better",2026-06-20 07:35:08.397223
795,795,795,2,Delivery was late,2026-04-26 07:35:08.397255
796,796,796,5,Fantastic support and fast shipping,2026-04-15 07:35:08.397287
797,797,797,2,Delivery was late,2026-04-30 07:35:08.397320
798,798,798,4,Delivery was late,2026-02-27 07:35:08.397356
799,799,799,5,Good value for money,2026-05-26 07:35:08.397388
800,800,800,2,Great product and excellent quality,2026-07-01 07:35:08.397421
801,801,801,4,"Average product, could be better",2026-04-14 07:35:08.397455
802,802,802,3,Fantastic support and fast shipping,2026-04-08 07:35:08.397487
803,803,803,5,Great product and excellent quality,2026-03-02 07:35:08.397522
804,804,804,1,Delivery was late,2026-03-09 07:35:08.397554
805,805,805,5,Delivery was late,2026-02-24 07:35:08.397588
806,806,806,2,Great product and excellent quality,2026-02-11 07:35:08.397620
807,807,807,4,"Average product, could be better",2026-04-09 07:35:08.397653
808,808,808,3,Good value for money,2026-02-10 07:35:08.397685
809,809,809,3,Fantastic support and fast shipping,2026-07-22 07:35:08.397717
810,810,810,4,"Average product, could be better",2026-06-05 07:35:08.397758
811,811,811,2,Fantastic support and fast shipping,2026-07-31 07:35:08.397791
812,812,812,4,Delivery was late,2026-03-18 07:35:08.397824
813,813,813,1,Good value for money,2026-05-19 07:35:08.397919
814,814,814,4,Good value for money,2026-03-28 07:35:08.397954
815,815,815,4,Very satisfied with the experience,2026-04-14 07:35:08.397986
816,816,816,2,"Average product, could be better",2026-02-21 07:35:08.398018
817,817,817,1,"Average product, could be better",2026-02-14 07:35:08.398052
818,818,818,5,Good value for money,2026-05-29 07:35:08.398086
819,819,819,2,Fantastic support and fast shipping,2026-07-23 07:35:08.398118
820,820,820,5,Great product and excellent quality,2026-02-27 07:35:08.398150
821,821,821,2,Very satisfied with the experience,2026-07-06 07:35:08.398182
822,822,822,5,Fantastic support and fast shipping,2026-03-24 07:35:08.398219
823,823,823,4,Delivery was late,2026-03-09 07:35:08.398251
824,824,824,4,Good value for money,2026-02-24 07:35:08.398284
825,825,825,5,"Average product, could be better",2026-04-18 07:35:08.398319
826,826,826,1,Fantastic support and fast shipping,2026-07-05 07:35:08.398351
827,827,827,2,Very satisfied with the experience,2026-02-21 07:35:08.398384
828,828,828,5,Delivery was late,2026-04-27 07:35:08.398416
829,829,829,2,Delivery was late,2026-06-19 07:35:08.398450
830,830,830,1,Fantastic support and fast shipping,2026-03-16 07:35:08.398481
831,831,831,5,Very satisfied with the experience,2026-05-14 07:35:08.398513
832,832,832,3,Good value for money,2026-03-09 07:35:08.398545
833,833,833,1,Good value for money,2026-06-02 07:35:08.398578
834,834,834,4,Very satisfied with the experience,2026-05-09 07:35:08.398611
