product_id,product_name,category,price
807,Laptop 807,Sports,452.25
808,Smartphone 808,Beauty,356.1
809,Smartphone 809,Fashion,86.8
810,Tablet 810,Sports,333.95
811,Printer 811,Home,369.44
812,Headphones 812,Electronics,214.9
813,Smartwatch 813,Beauty,247.68
814,Speaker 814,Electronics,96.34
815,Smartwatch 815,Fashion,258.67
816,Printer 816,Beauty,117.28
817,Headphones 817,Sports,274.49
818,Headphones 818,Sports,203.81
819,Keyboard 819,Books,397.76
820,Headphones 820,Beauty,439.54
821,Tablet 821,Sports,431.06
822,Speaker 822,Fashion,220.47
823,Camera 823,Sports,360.14
824,Smartphone 824,Electronics,284.83
825,Laptop 825,Books,133.49
826,Keyboard 826,Books,163.38
827,Laptop 827,Home,264.77
828,Speaker 828,Electronics,155.41
829,Keyboard 829,Beauty,110.19
830,Camera 830,Books,97.82
831,Mouse 831,Home,42.72
832,Keyboard 832,Sports,324.38
833,Camera 833,Sports,388.27
834,Headphones 834,Home,242.98
835,Keyboard 835,Books,194.88
836,Headphones 836,Books,284.64
837,Speaker 837,Home,312.32
838,Camera 838,Fashion,256.37
839,Mouse 839,Electronics,432.96
840,Headphones 840,Home,50.58
841,Camera 841,Beauty,425.63
842,Keyboard 842,Home,367.19
843,Smartwatch 843,Sports,181.84
844,Mouse 844,Beauty,483.23
845,Smartwatch 845,Electronics,195.86
846,Printer 846,Fashion,55.28
847,Speaker 847,Fashion,326.54
848,Laptop 848,Electronics,263.34
849,Camera 849,Electronics,87.79
850,Mouse 850,Books,300.85
851,Tablet 851,Sports,62.85
852,Mouse 852,Home,73.65
853,Tablet 853,Home,157.63
854,Printer 854,Home,178.91
855,Headphones 855,Fashion,383.89
856,Tablet 856,Sports,97.3
857,Laptop 857,Home,157.95
858,Speaker 858,Home,90.14
859,Printer 859,Electronics,248.21
860,Keyboard 860,Fashion,64.72
861,Speaker 861,Electronics,237.73
862,Keyboard 862,Fashion,97.58
863,Tablet 863,Home,51.18
864,Laptop 864,Electronics,170.03
865,Laptop 865,Home,475.68
866,Laptop 866,Fashion,290.93
867,Smartwatch 867,Electronics,209.52
868,Camera 868,Home,41.22
869,Camera 869,Fashion,166.62
870,Printer 870,Sports,492.62
871,Mouse 871,Fashion,286.8
872,Smartphone 872,Books,116.97
873,Camera 873,Beauty,61.76
874,Smartwatch 874,Electronics,271.01
875,Headphones 875,Sports,313.76
876,Camera 876,Electronics,374.05
877,Headphones 877,Fashion,41.76
878,Mouse 878,Fashion,437.32
879,Smartwatch 879,Beauty,273.3
880,Speaker 880,Electronics,60.78
881,Smartphone 881,Fashion,324.6
882,Mouse 882,Fashion,301.27
883,Printer 883,Beauty,225.53
884,Headphones 884,Sports,15.91
885,Keyboard 885,Fashion,195.21
886,Tablet 886,Home,146.37
887,Speaker 887,Beauty,58.43
888,Smartwatch 888,Beauty,99.52
889,Headphones 889,Sports,158.35
890,Printer 890,Electronics,226.53
891,Tablet 891,Sports,404.83
892,Smartwatch 892,Sports,132.02
893,Printer 893,Home,97.61
894,Smartwatch 894,Sports,159.64
895,Headphones 895,Sports,334.67
896,Headphones 896,Fashion,173.52
897,Speaker 897,Fashion,326.44
898,Camera 898,Sports,284.39
899,Laptop 899,Beauty,201.13
900,Smartwatch 900,Electronics,241.2
901,Camera 901,Sports,277.83
902,Camera 902,Books,121.56
903,Printer 903,Electronics,417.52
904,Mouse 904,Fashion,320.84
905,Speaker 905,Fashion,238.2
906,Speaker 906,Sports,153.97
907,Tablet 907,Sports,463.42
908,Keyboard 908,Fashion,477.78
909,Laptop 909,Home,440.04
910,Tablet 910,Books,299.21
911,Camera 911,Books,103.58
912,Smartphone 912,Fashion,186.59
913,Smartwatch 913,Beauty,327.21
914,Mouse 914,Home,434.51
915,Camera 915,Electronics,395.41
916,Headphones 916,Books,32.78
917,Printer 917,Books,491.85
918,Mouse 918,Beauty,360.99
919,Speaker 919,Fashion,444.59
920,Headphones 920,Fashion,216.79
921,Speaker 921,Fashion,15.74
922,Smartwatch 922,Beauty,386.57
923,Smartphone 923,Fashion,218.99
924,Printer 924,Books,281.12
925,Keyboard 925,Sports,392.17
926,Headphones 926,Sports,471.67
927,Laptop 927,Electronics,133.15
928,Speaker 928,Home,326.58
929,Tablet 929,Books,79.78
930,Smartwatch 930,Electronics,275.22
931,Printer 931,Fashion,120.07
932,Smartwatch 932,Beauty,368.9
933,Tablet 933,Sports,222.55
934,Laptop 934,Sports,62.82
935,Printer 935,Books,290.94
936,Speaker 936,Electronics,367.24
937,Headphones 937,Home,283.65
938,Smartwatch 938,Electronics,457.94
939,Camera 939,Books,448.93
940,Speaker 940,Sports,350.86
941,Smartwatch 941,Sports,289.35
942,Tablet 942,Home,225.77
943,Speaker 943,Home,425.47
944,Headphones 944,Fashion,431.37
945,Camera 945,Beauty,354.05
946,Keyboard 946,Books,283.91
947,Mouse 947,Books,221.11
948,Headphones 948,Sports,490.29
949,Tablet 949,Home,490.09
950,Speaker 950,Books,351.24
951,Tablet 951,Home,182.09
952,Laptop 952,Sports,16.16
953,Camera 953,Electronics,437.33
954,Smartwatch 954,Fashion,62.81
955,Printer 955,Electronics,337.67
956,Keyboard 956,Electronics,335.12
957,Tablet 957,Fashion,472.68
958,Printer 958,Fashion,387.71
959,Keyboard 959,Electronics,33.13
960,Tablet 960,Electronics,234.04
961,Speaker 961,Home,451.16
962,Mouse 962,Beauty,136.51
963,Smartwatch 963,Home,410.2
964,Smartphone 964,Home,452.09
965,Smartphone 965,Electronics,203.5
966,Speaker 966,Home,50.97
967,Tablet 967,Beauty,165.78
968,Keyboard 968,Electronics,120.37
969,Keyboard 969,Fashion,37.79
970,Laptop 970,Books,11.68
971,Smartwatch 971,Beauty,311.86
972,Keyboard 972,Fashion,119.68
973,Keyboard 973,Home,493.87
974,Camera 974,Fashion,336.03
975,Printer 975,Sports,432.59
976,Laptop 976,Home,116.42
977,Speaker 977,Sports,393.11
978,Smartphone 978,Electronics,52.02
979,Mouse 979,Fashion,295.89
980,Headphones 980,Sports,280.64
981,Printer 981,Books,243.67
982,Camera 982,Electronics,444.38
983,Mouse 983,Books,17.82
984,Tablet 984,Beauty,160.25
985,Mouse 985,Electronics,369.97
986,Speaker 986,Beauty,177.64
987,Keyboard 987,Electronics,21.27
988,Laptop 988,Beauty,16.59
989,Laptop 989,Beauty,77.97
990,Keyboard 990,Home,243.26
991,Headphones 991,Home,139.0
992,Mouse 992,Books,258.26
993,Camera 993,Beauty,39.6
994,Mouse 994,Fashion,366.3
995,Mouse 995,Home,30.92
996,Laptop 996,Home,396.25
997,Smartphone 997,Electronics,201.73
998,Speaker 998,Books,474.19
999,Tablet 999,Books,250.35
1000,Camera 1000,Beauty,192.94
